HIROchannelDIY,"28,600人",UCvywSNiyjVXNtQCAvL6oSyQ,DIY
DiySoho手作り倉庫,"154,000人",UCR6CQjFdbcJcrmbQmRkzWGQ,工作
shino’schannel,"43,100人",UCJ9KgnlnZdjjCPaqUGa12rQ,DIY,主婦,料理
self-build.林久,"44,800人",UCdW1HrIvtKohdcYbzfvOcAg,DIY
あずみ向上委員会,"72,500人",UChtxWBYTauhu1pA5RH9MABQ,DIY
しょっぴん/SHOPPIN,"24,800人",UC1kk8pmQ3Rg5DZtwOrpFDMA,DIY,レビュー・商品紹介,仕事・ビジネス
DIY白くまチャンネル,"31,800人",UCr4Knwn9zc6fBbdWjksKXZQ,DIY,レビュー・商品紹介
カミヤ先生のDIY!家具教室,"50,500人",UC7EH_WSlrmV6lXp91KAUPCw,DIY,仕事・ビジネス
のりごとー,"116,000人",UCLVkr1YnM_DdWtd0ZdWzqQA,ガジェット,レビュー・商品紹介,旅・旅行
winpy-jijii,"143,000人",UCvnMZHRYgdBC1jksbj9BCgg,キャンプ・車中泊,料理,自転車・ロードバイク
ポコFX-Clover,"25,200人",UCEGfw22QZLhHrtp4DO_d6wQ,FX・投資,仕事・ビジネス,勉強・教育
FX研究室あきチャン准教授の,"26,300人",UCWsJsG1wJyO2BydSGqfAmRA,FX・投資,仕事・ビジネス,勉強・教育
FXビギナーズ,"12,300人",UCsgXnIjotU6blMG-jsFq1jA,FX・投資,仕事・ビジネス
維新流：FX大衆心理トレード講座,"16,800人",UCGNd0qq4DC3fNVKbj6g5WDw,FX・投資,仕事・ビジネス
オレ的ゲーム速報JINFX投資部,"127,000人",UCC9SB7UVkUvmF7tXTXs0umA,FX・投資,仕事・ビジネス
fxカニトレーダーカズヤング,"42,100人",UCDRGBNIAvHMUzyE0tJzy84A,FX・投資,仕事・ビジネス
神王ＴＶ,"133,000人",UCbGpIw5LmPNu4nSWqlaiu7g,FX・投資,仕事・ビジネス
FXism公式YouTube,"31,900人",UCA2McdYJLbD4IAQo0wLWOUQ,FX・投資,仕事・ビジネス
オーリーch【世界ランク1位】,"82,400人",UC8LyhlRFzh7h_w_eP081rpA,FX・投資,仕事・ビジネス
ちゃんねるぽぎ,"16,800人",UCoJVeahgt7K3eOjA3i6h0Yw,ASMR,JK・女子学生,美容・ビューティー
のりかチャンネル,"136,000人",UCL-_j2-wVsBWdzPjWrm9fOA,JK・女子学生,メイク,美容・ビューティー
渡辺リサ,"149,000人",UCiD9NreGQb2zosj75gIYHsQ,JK・女子学生,メイク,子ども
あいなん【JKYouTuber】,"161,000人",UCmmQu-bwQOnNjO9NtBtp18Q,JK・女子学生,カップル,メイク
ゆっくり提督taisei723,"16,500人",UC6UKhA0aoWkApbv6tGMW7RA,ゲーム実況,スマホゲー,ゆっくり
なんきんペッパー【なんぺ】,"50,000人",UCd76jehBlSyQs_lwN7cLBag,JK・女子学生,アイドル
sisimaru1708,"10,300人",UCQpUMqmxV7gOypEYZjXapMQ,ガジェット,トミカ,マリオ
りかりこ双子ちゃんねる,"270,000人",UCElrU4ZeDojoVv8hg3gDQOQ,JK・女子学生,ダイエット,メイク
おこぷれのゲーム実況チャンネル/OKOPUREGAMES,"34,000人",UCq_02aEt_rFXFaAzzgdgfZA,セクシー,心霊・不思議,韓国
じゅりぷぅ,"13,000人",UC6b5KGpk0gezo1bN7FtKbOQ,カップル,ファッション,メイク
影井ひろ樹,"67,600人",UC7P-6rjD76jNeKrd2o6ZwAw,おもしろ・ネタ系,メイク,物申す
YUKA-CHANNEL,"70,500人",UCKJom6BqhteuD-Jk8FO0YTA,カップル,韓国,食レポ・グルメ
伊織あん,"21,700人",UCMgVPkZeKgLrenc6Z7TP--g,カップル,ゲーム実況,任天堂
ピアソンのゲーム実況チャンネル,"110,000人",UCeHMI9HfINaDivZWhxodMeA,ゲーム実況
エルビアンTV,"58,300人",UClH_ehDxtilGzg2b28stZlA,LGBT,カップル,恋愛
なのカップル,"220,000人",UCtfzTbim1huJYxg2Fcu8Wkg,JK・女子学生,カップル,恋愛
江崎びす子たん,"26,100人",UCJYIAwK3Hanpq0hLurWHuTA,LGBT,カップル,メイク
ポケセラチャンネル,"26,500人",UCM34OQC5uexssoJCLoPEU6Q,カップル
りなてぃん・ほくてぃんカップル,"37,700人",UCV6E6m_WZZpLIcOKU88dGVw,カップル,恋愛,料理
Junghyun&Mai,"47,800人",UCIZX_W0AHnO605qbRO_sqMg,カップル,恋愛,韓国
斉藤家。,"66,000人",UC3BFuS7uc7kv4_ss5WRvG9Q,カップル,恋愛
むるおか君の徒然なるままにガチ実践!,"143,000人",UCJ6NXuUoYLyyuNYTwkmgZtQ,パチンコ・パチスロ,料理
