ARASHI,"2,330,000人",UCP7Gw_YZAuh4Yg2fcdcuumQ,アイドル,歌,芸能人・芸人,他事務所に所属
メンタリストDaiGo,"1,730,000人",UCFdBehO71GQaIom4WfVeGSw,ラジオ・生配信,美容・ビューティー,自己啓発
カジサックKAJISAC,"1,440,000人",UC642pLj4GXSj-0Ybdx3ytmA,おもしろ・ネタ系,文化・エンタメ作品,芸能人・芸人,よしもと
ほんだのばいく,"1,290,000人",UC8pMBOI9vXf6fIM670vdIPw,ゲーム実況,ホラゲー,芸能人・芸人
れーと先生RATEVFX,"1,220,000人",UC8vlFSlvo5vtc_TNDNlSJwQ,おもしろ・ネタ系,モンハン
/谷やん谷崎鷹人,"1,060,000人",UC1-4AnMxkLXLNL3-7UJ4KTQ,大食い,料理,食レポ・グルメ
コレコレチャンネルKoreTube,"1,030,000人",UCgOfjIl0I_oG7VxIoaKaRsw,おもしろ・ネタ系
リトルベイビーバム–子供の歌–子供の動画,"1,010,000人",UCHvkzO3I9Zk36L9zNFRosxg,子ども
MEGWINTV破天荒期,"994,000人",UCp_RW49IudjKEw_yal7tfFw,おもしろ・ネタ系,文化・エンタメ作品,食レポ・グルメ
ノッカーナアニメーションnokkanaanimation,"987,000人",UClWQzKNJiiQy7VXaaSN1Z8A,勉強・教育,子ども,歌
オサミンティヌス3世,"978,000人",UCSxwU949ET-h5aRYYKlVTfg,おもしろ・ネタ系,フォートナイト,モンハン
キリン【考察系youtuber】,"977,000人",UCZ6AXSKWO2AIi5RkSRlPP2A,おもしろ・ネタ系,心霊・不思議
RuthiFamilyVlogs,"975,000人",UCOBx8y7hTi0q7AGaZEqPKKg,外国人,外国語,海外
ウマヅラビデオ,"965,000人",UCvral4FSI9dOOUV-yRloawA,おもしろ・ネタ系,心霊・不思議
ユーチューバー草彅チャンネル,"945,000人",UCMo5MECD5pwhUVLaMqZo5Xg,文化・エンタメ作品,料理,芸能人・芸人
NaokimanShow,"942,000人",UC4lN5sizuJraSHqy99xTy6Q,心霊・不思議
てんちむCH/tenchim,"936,000人",UCXzU-b8I0Y_fhMkLQMYt3vA,おもしろ・ネタ系,美容・ビューティー,芸能人・芸人
ModernWorld,"930,000人",UC5BdO0zxqBHKL4QS1oWAiPg,工作,料理,美術・イラスト
maidigitv,"928,000人",UCDE_gujqIP9wEBZy0lVH_8Q,企業公式,文化・エンタメ作品,歌
Shachimu,"924,000人",UCIe_1DuBK-4j1hq0S-pp3uA,アニメ・特撮,美術・イラスト
ゆーてれ,"911,000人",UC1qOoLZpXRcOjJqbnWGqPHQ,おもちゃ,子ども
sasakiasahi,"910,000人",UCfCY70zRsvnnKzQ39mBq0rw,ファッション,メイク,美容・ビューティー,UUUM
ジェルOfficial,"903,000人",UCE0UZVTfvQ8jiNxdIlLeWeA,おもしろ・ネタ系,文化・エンタメ作品,歌
鴨頭嘉人（かもがしらよしひと）,"883,000人",UCq3Ct-r3-XbGxDiG7BGu2dQ,仕事・ビジネス,勉強・教育,自己啓発,他事務所に所属
ハイサイ探偵団,"877,000人",UCyo6aLuDHbUoNTv-NR-Y0NA,おもしろ・ネタ系,料理,釣り
そらるチャンネル,"867,000人",UCrALFGPubY9rNwVOOJUYu4g,ラジオ・生配信,歌
ANNnewsCH,"837,000人",UCGCZAYq5Xxojl_tSXcVJhiQ,ニュース・歴史,ラジオ・生配信,企業公式
SergeyKuvaevJP,"803,000人",UCixWVsMbvpmDoyR3qTsTl2A,外国人,文化・エンタメ作品,海外
Rachel&Jun’sAdventures!,"801,000人",UCSzHO_V894KyTDw3UgZS7gg,カップル,外国人,猫,他事務所に所属
【MAIN】96NEKO-CHANNEL,"800,000人",UCwu15I0KWOI6Xbe2Uziee4A,ゲーム実況,歌
サンサンキッズTV・SUNSUNKIDSTV,"798,000人",UCShFhaDUub-4RZefXJwjQug,おもちゃ,子ども,文化・エンタメ作品
トムの実況チャンネル,"791,000人",UCwAJec7nCDBLu1gJOzDNFKg,ゲーム実況,フォートナイト,マイクラ
牛沢,"784,000人",UCZMRuagdTBKmmrFtSMN48Xw,ゲーム実況,ペット,任天堂
デカキンDekakin,"777,000人",UCg_m2ahbG9grCTh05T9kRog,おもしろ・ネタ系,大食い,芸能人・芸人,E-DGE
ちびっこギズモ,"768,000人",UCjRLe46ChM9RKfBQ7Epb9Yg,おもちゃ,レビュー・商品紹介,子ども
おついちTube,"761,000人",UC6KnFuHBByTI20VENcsoNjg,ゲーム実況,ホラゲー
Ericsurf6,"757,000人",UCYraBfUqw2O6qeNYRowX4UA,おもしろ・ネタ系,外国人,食レポ・グルメ
Japonessica,"756,000人",UCqcUZbgKWefhRaI933FqYqQ,レビュー・商品紹介,外国人,外国語
SUSURUTV.,"753,000人",UCXcjvt8cOfwtcqaMeE7-hqA,レビュー・商品紹介,食レポ・グルメ
JINDAHOUSE,"750,000人",UC5VZjrV5x9J9mTyGODzu0dQ,おもしろ・ネタ系,歌,食レポ・グルメ,VAZ
AquiPode–AvidanoJapão,"748,000人",UCrRwWhRPArkPDJ_HCkvYKWg,おもしろ・ネタ系,外国人,外国語,ブレイカー
MiraiAkariProject,"743,000人",UCMYtONm441rBogWK_xPH9HA,バーチャル,歌,他事務所に所属
ねおチャンネル,"739,000人",UClPLW-9Nfbvf76ksj-4c1kQ,JK・女子学生,ファッション,メイク,VAZ
鈴川絢子/SuzukawaAyako,"737,000人",UCrd9neCNtPkvQukpNTYrP4Q,おもちゃ,芸能人・芸人,鉄道,よしもと
YoshidaAkari,"736,000人",UCNIwy_Q7EjUxLlsewfuhjgg,メイク,美容・ビューティー,芸能人・芸人
Sou,"734,000人",UCLAhLxCcqi5afnNTQNnfX-g,ボーカロイド,楽器（その他）,歌
MuscleWatching,"731,000人",UCb4-om3UY151Hu1uCR8Q19Q,ダイエット,筋トレ・筋肉
とある男が授業をしてみた,"730,000人",UCzDd3Byvt91oyf3ggRlTb3A,勉強・教育
ロシアン佐藤『おなかがすいたらMONSTER!』,"730,000人",UCVP_Fma2_-BEKWYc79JVQDw,大食い,料理
まひとくん。ܤ,"725,000人",UCuxtodWhr9JKsghxxdRO2sw,ゲーム実況,歌,荒野行動,StudioCoup
明日香ちゃんねる,"707,000人",UCRbyjyOWHO9W7wyLSlLeeIg,ゲーム実況,マリオ,任天堂
はいじぃ迷作劇場,"697,000人",UC-km1012mEUQQLGxggmrazw,おもしろ・ネタ系,芸能人・芸人,食レポ・グルメ,よしもと
ThatJapaneseManYuta,"686,000人",UCn7LyBvG5LEBXK9I4W5dGdA,ニュース・歴史,文化・エンタメ作品,英語・英会話
ガーリィレコードチャンネル,"649,000人",UC6VjNLslXbb6Stl0I2MkQWA,おもしろ・ネタ系,歌,芸能人・芸人,よしもと
HelloTaniaChan,"647,000人",UCqAravjuQDrt7WoiQMXnh1w,外国人,海外
なうしろ–GameWith,"640,000人",UCHxqtnCwn_NEm4aEIU-O85A,ゲーム実況,マリオ,モンスト,GameWith
ゆうこすモテちゃんねる,"623,000人",UCxS4vbIvtjHQcEW61J2KQIw,恋愛,美容・ビューティー,芸能人・芸人
すとぷりちゃんねる,"604,000人",UCdB5vhQORw9HeiF82IYLnjw,ラジオ・生配信,文化・エンタメ作品,歌
STスタジオ,"604,000人",UCTZT_Lm9vlqNR0eZMO_nLYQ,おもしろ・ネタ系,心霊・不思議,BitStar
藤田ニコル,"591,000人",UC3d5tppwxYrOtv8fP8jk7nA,メイク,美容・ビューティー,芸能人・芸人
ジャルジャル公式チャンネル,"568,000人",UChwgNUWPM-ksOP3BbfQHS5Q,おもしろ・ネタ系,芸能人・芸人,よしもと
かの/カノックスター,"554,000人",UCh6eUVqErIE0B38vbIRzUqQ,大食い,海外,韓国,ゴールデンモンキー
ヒロシちゃんねる,"549,000人",UC_ak3ZurSDtT3Kv1RFdrgiA,キャンプ・車中泊,レビュー・商品紹介,芸能人・芸人
立花孝志,"531,000人",UC80FWuvIAtY-TRtYuDocfUw,ニュース・歴史,他事務所に所属
大食いらすかる,"521,000人",UCQUdNis13Y2bXiV7fssSNCg,大食い
ロバート秋山の「クリエイターズ・ファイル」,"514,000人",UCJk8dZsM8SIGzIBJ-rDcB3Q,おもしろ・ネタ系,芸能人・芸人,よしもと
だいにぐるーぷ,"514,000人",UCpfSEgdN0vaR3Y5iBSgxE5Q,文化・エンタメ作品,自然
WatercolorbyShibasaki,"507,000人",UCPiQ_mEXdEbB-3Yhiq7gq5w,料理,美術・イラスト
MONSTERsJOHNTV【漫画アニメ考察外国人】,"506,000人",UC3nxalfo0dZ79qv8zXO6e-A,アニメ・特撮,ゲーム実況,歌
エグスプロージョンチャンネル,"501,000人",UCqs6vaEyNntdwKmCiwfZrLA,おもしろ・ネタ系,ダンス・踊り,芸能人・芸人,よしもと
テイコウペンギン,"495,000人",UCUTgXNqRBqR33D5q10DfQXw,アニメ・特撮,おもしろ・ネタ系,文化・エンタメ作品
JAIJAITV,"494,000人",UCyEj_jHzzy_DwGKpJqHcQCA,おもちゃ,子ども,食レポ・グルメ
KAITOストーリー,"490,000人",UChsqu8g9SRU9GDvw4EExTyQ,おもしろ・ネタ系
おもちゃレンジャー,"480,000人",UCSq41z34TBES35hB53JLkhw,おもちゃ,子ども,自動車
CANACANAfamily,"476,000人",UCPrjycK4eiQhUw2PnVIq7Gg,ピアノ
朝倉未来MikuruAsakura,"442,000人",UCJZVj2iBrdvbNc416i0V-UA,武道・格闘技,芸能人・芸人
メガテラゼロ,"428,000人",UCWU3QKablvVEK6JcEyEC58w,ボーカロイド,歌
スマイリー,"427,000人",UCNFhaCR_nid2XbqdFNgLoWA,おもしろ・ネタ系,スマホゲー,文化・エンタメ作品
にぎりっ娘。nigiricco,"424,000人",UChiZabFUXEDVSz_5NdWVhDQ,料理
かねこあや,"413,000人",UCCKVVZ8SvuAYi5LXwXHe7BA,おもしろ・ネタ系,恋愛,美容・ビューティー
ゴージャス動画,"412,000人",UCXCknrYDQ2VlVxBnRWBnEFg,ゲーム実況,レビュー・商品紹介,芸能人・芸人
HiroMaruCooKTV,"406,000人",UCWxIipMBP9Qw1jSgjkNKq9w,お菓子・喫茶,料理,他事務所に所属
Ayasachannel,"400,000人",UCY1AOBmPVBOM6mFwjiLK9gA,コスプレ,楽器（その他）
ヒコボン/ohiko2000,"397,000人",UC_kYlv-j7o3j1979t35htzQ,ゲーム実況,トミカ,ポケモン
そわんわん,"396,000人",UCQQ72lKDN01Qs-3Qdtvp6XA,メイク,美容・ビューティー
おーちゃんねる,"395,000人",UCQJaE9hvHI3muexZWj3LKXQ,野生動物,釣り
usataniうさたにパイセン/ギャルの教科書,"394,000人",UCLPoFvYcnBTaJ0D0UMhm2yA,ファッション,美容・ビューティー,芸能人・芸人,他事務所に所属
キットチャンネル,"394,000人",UCyWRXFYbDydMdzcBX2G8xNg,LGBT,おもしろ・ネタ系,大食い
はらぺこツインズ,"393,000人",UCD-1TFnqeSem13xk52_wPBw,大食い
826aska,"392,000人",UCBvWfh5pkiCdApbtS0eaMIg,ピアノ,文化・エンタメ作品
